"annotation_id","annotator","created_at","disciplina","id","intent_choice","lead_time","question","question_id","split","true_answer","updated_at"
82,"1","2025-09-17T17:10:22.886463Z","Ciências Humanas",83,"Análise de Exemplo",13.999,"Texto de referência: Grande parte das empresas da indústria da moda fashion terceiriza sua produção, e as terceirizadas também “quarteirizam” o trabalho. Segundo a World Trade Statistical Review, a Ásia é a principal exportadora e produtora do mercado têxtil, com destaque à China, Índia, Taiwan e ao Paquistão. Nas últimas décadas, o crescimento da China gerou um pequeno aumento no nível salarial e isso fez com que algumas marcas mudassem o foco rapidamente para países como Bangladesh, Vietnã e Camboja.

Disponível em: <https://einvestidor.estadao.com.br>. Acesso em: 21 dez. 2021. (Adaptado)

A terceirização e a “quarteirização” em países em desenvolvimento é uma estratégia da indústria da moda fashion para:","92d1fc8bc49b4525f34cb1848dcb9dd8836ebc452ef964b2975b26401d5b4a15d363e000b3cc3fab2271ecdda6945fc9ccc11167864041557ce7b3f0c2851ece","test","atender à demanda dos consumidores a um baixo custo.","2025-09-17T17:10:22.886471Z"
83,"1","2025-09-17T17:10:27.598418Z","Ciências da Natureza",84,"Conceitual",3.522,"TEXTO DE REFERÊNCIA: O processo de fermentação que acontece na produção de pães (massa azeda), tendência entre cozinheiros amadores, se inicia com uma mistura de proporções iguais em massa de água e farinha de trigo, que é deixada em temperatura ambiente até dobrar de tamanho. Inicialmente essa mistura é colonizada por microrganismos variados que se alimentam da mistura, interagem entre si e que poderiam até ser prejudiciais à saúde humana. Após algum tempo, a população da maioria dos microrganismos é reduzida e as populações se estabilizam, mantendo predominantemente bactérias do grupo dos lactobacilos, responsáveis pelo gosto azedo, e por leveduras, responsáveis pelo crescimento da massa. Ambas as populações consomem a massa por meio de processos distintos e acabam por inibir a proliferação de outros organismos.

Qual é o processo ecológico que leva à prevalência desses dois grupos de microrganismos e à supressão dos demais?","c935ad429c8c372f152e8eee26c286f50ba04445a1d38169a910ca8c83755a6d28bc634c8ec42c96a7b79a8daa06f5219556bc3e0a2078662e2fd070775fc786","train","competição","2025-09-17T17:10:27.598431Z"
84,"1","2025-09-17T17:10:33.119586Z","Matemática",85,"Procedimental",4.605,"TEXTO DE REFERÊNCIA: Um escritório de advocacia tem uma demanda de 60 processos em aberto que precisam ser divididos entre alguns dos seus advogados associados. Sabe-se que a quantidade de advogados associados é maior que 60. Os processos serão distribuídos de forma que não fiquem todos com um só advogado e que cada advogado escolhido receba exatamente o mesmo número de processos que os outros.

Quantas maneiras distintas essa divisão de processos pode ser realizada?","530beaec86f2bbd5317496a58e842ce26d769f5a5e9d05ce62c80010d3415fbee60ed7a47e44e5226976d98bd2d1dfb1b7fe01eba2a14b358336cd5b46be0b93","train","11","2025-09-17T17:10:33.119596Z"
85,"1","2025-09-17T17:10:38.776470Z","Matemática",86,"Procedimental",4.592,"TEXTO DE REFERÊNCIA: Uma loja disponibiliza cinco modelos distintos de embalagem, sendo quatro deles em forma de prisma reto e um em forma de cilindro circular reto. Como todos os modelos de embalagem têm a mesma altura, os consumidores costumam analisar a área da base deles para saber se o objeto a ser embalado poderá ser acomodado. O formato e as dimensões da base de cada modelo de embalagem são os seguintes.

- Modelo I: quadrado de 12 cm de lado;
- Modelo II: retângulo de 8 cm por 12 cm;
- Modelo III: hexágono regular de 7 cm de lado;
- Modelo IV: círculo de 14 cm de diâmetro;
- Modelo V: triângulo equilátero de 16 cm de lado.

Use 3 e 1,7 como aproximações para π e 3, respectivamente.

ENUNCIADO: Nessas condições, o único modelo que esse consumidor pode escolher, garantindo que o objeto pretendido será acomodado, é o","4f13e39f4c5539fab79a4ef1d2cc75419dd5af1597e46db43b363eceba102dc6f874f1034a7d741b46101e4afd41df3ac8ded4361997527a800987bfc1cce908","train","IV","2025-09-17T17:10:38.776482Z"
86,"1","2025-09-17T17:10:51.362942Z","Ciências Humanas",87,"Conceitual",11.255,"TEXTO DE REFERÊNCIA: Disponível em: <https://www.ihu.unisinos.br>. Acesso em: 5 abr. 2023.

Na ilustração, que é uma interpretação da alegoria da caverna, observa‑se que o fundo da caverna, onde estão os prisioneiros, representa um aspecto fundamental da filosofia platônica, que é o(a) ______?","d4001202618a9c047d7d28499bca0826fa0351fdd41079819f5c2fcafd238456068b2402fccaf335b9a539a3c3568155c3005639db42b12fbcb2e517343c7cdc","train","mundo sensível","2025-09-17T17:10:51.362953Z"
87,"1","2025-09-17T17:10:55.980695Z","Matemática",88,"Procedimental",3.729,"TEXTO DE REFERÊNCIA: Em um canteiro de obras, há 3,5 m³ de uma mistura de cimento e areia na proporção de 1 : 6, respectivamente. Um caminhão trouxe um carregamento de mais 3,5 m³ de mistura, porém com uma proporção entre cimento e areia de 2 : 3, respectivamente. Após a mistura trazida ser despejada sobre a mistura já existente no local, os pedreiros utilizaram pás e enxadas para uniformizar todo o material em uma nova mistura dos dois componentes.

ENUNCIADO: Qual é a razão, na ordem indicada, entre o volume, em m³, de cimento utilizado nesse processo e o volume total, em m³, da nova mistura obtida?","727bcba6a139af8423b37e3df952829e8e7bc1af568f10f20b1e96b308bce079c0758af5e3a8a38b73ae3c67635aeccd1ad2e4f0abd2568f926bf3dfcd5f002b","train","19/70","2025-09-17T17:10:55.980707Z"
88,"1","2025-09-17T17:10:59.634054Z","Ciências da Natureza",89,"Conceitual",2.696,"TEXTO DE REFERÊNCIA: Os alarmes de segurança são dispositivos capazes de criar um ambiente seguro, tanto em áreas externas como internas, disparando alarmes ao perceber a presença de invasores na área protegida. Os sensores dos alarmes emitem e captam micro-ondas, enquanto o dispositivo registra a reflexão padrão dos pulsos dessas ondas; se o padrão estiver alterado, o alarme é soado. São identificadas alterações no espaço físico devido ao tamanho dos pulsos ou à quantidade de pulsos por segundo.

Com relação à sua natureza e à sua direção de propagação, as ondas emitidas e captadas pelos sensores do alarme quando o padrão está alterado são, respectivamente, qual a natureza e a direção de propagação?","d32c6147d38e033ed648e8600fdeac17c23979be41f062ca2412289405cc100b578fc270521a87a897fa13c7bde9420c3b1ca4f314dab29ee5a59d7e29df445f","train","eletromagnética transversal e eletromagnética transversal","2025-09-17T17:10:59.634072Z"
89,"1","2025-09-17T17:11:02.374202Z","Matemática",90,"Conceitual",1.925,"TEXTO DE REFERÊNCIA: A polegada (ou inch, em inglês) é uma das unidades usuais do sistema de medições utilizado nos Estados Unidos. A palavra inglesa deriva do latim uncia, que significa “a duodécima parte” (ou “um doze avos”) e define bem a unidade de medida: uma polegada corresponde a 1/12 de um pé, ou seja, 2,54 centímetros. Sabendo que uma jarda equivale a três pés, a medida de uma jarda, em metro, é

Qual é a medida de uma jarda em metros?","291214765c819255f832a1b9e4a5923f45fa9aed0ea6218d41776c6b63a9acbc61dac3f041b19ed2e4fa551ccb82d99519cea6d887b5ef3c6a270c04952da909","valid","0,9144","2025-09-17T17:11:02.374214Z"
90,"1","2025-09-17T17:11:09.686830Z","Ciências Humanas",91,"Conceitual",6.489,"TEXTO DE REFERÊNCIA: Durante a Guerra Fria, Moscou já tinha demonstrado em 1953, na República Democrática Alemã (RDA), e sobretudo em 1956, na Hungria, que não toleraria nenhuma abertura nos países sob sua influência. Entretanto, desde sua eleição em janeiro de 1968 como secretário‑geral do Partido Comunista da Tchecoslováquia, Alexander Dubcek pôs em marcha uma série de reformas democráticas no país, o que chamou de “socialismo com face humana”. Sem questionar a filiação ao Pacto de Varsóvia – a organização militar dos países socialistas, contraposta à OTAN – e sem defender uma economia capitalista, Dubcek introduziu uma maior liberdade de expressão e aumentou a participação dos cidadãos na vida política. Sobretudo, mudou o clima social do país. Os tchecos assistiam atônitos à abertura liberal e se perguntavam até onde o líder soviético, Leonid Brejnev, permitiria que chegasse. Disponível em: https://brasil.elpais.com. Acesso em: 20 abr. 2020.

ENUNCIADO: O texto trata do conjunto de reformas realizadas na Tchecoslováquia, em 1968, conhecido como Primavera de Praga, e que teve como repercussão a","d88677991875fc96f87685ba2212db65551f1cc899e9ef7d75b72a7c0acff0e6ee48a584bbcff27dfec577fd49fa48c69423748098eb077aa55415538384bdf9","train","ocupação de Praga pelas tropas do Pacto de Varsóvia","2025-09-17T17:11:09.686840Z"
91,"1","2025-09-17T17:11:33.430518Z","Ciências da Natureza",92,"Análise de Exemplo",22.374,"TEXTO DE REFERÊNCIA: 2021 ficou entre os sete anos mais quentes já registrados na história, aponta a Organização Meteorológica Mundial (OMM). O aquecimento generalizado de longo prazo como resultado do aumento dos gases de efeito estufa na atmosfera tem sido atualmente muito mais relevante do que as variações anuais nas temperaturas médias globais causadas por fatores naturais do clima. Os dados levantados pela OMM ao longo dos anos mostram que, desde os anos 1980, o planeta fica mais quente a cada década, e a expectativa é que a tendência se prolongue.

Disponível em: www.cnnbrasil.com.br. Acesso em: 5 dez. 2022 (adaptado).

Qual das seguintes opções é uma causa antropogênica apontada pela OMM para o aquecimento observado?","5a387d98a2b6a12c30f620d80711eb7fb948d3d3fe8bc328930b3e5e65d45335d198e044c96a9cb6a47747db521289425d007c6cabb31073671cc71dbad409c3","train","utilização de combustíveis fósseis","2025-09-17T17:11:33.430530Z"
92,"1","2025-09-17T17:11:39.620895Z","Linguagens e Códigos",93,"Análise de Exemplo",5.095,"TEXTO DE REFERÊNCIA: Dois e dois: quatro

Como dois e dois são quatro
sei que a vida vale a pena
embora o pão seja caro
e a liberdade pequena

Como teus olhos são claros

e a tua pele, morena
como é azul o oceano

e a lagoa, serena

como um tempo de alegria
por trás do terror me acena
e a noite carrega o dia
no seu colo de açucena

— sei que dois e dois são quatro
sei que a vida vale a pena
mesmo que o pão seja caro
e a liberdade, pequena
GULLAR, Ferreira. Dois e dois: quatro. In: Obra completa. Rio de Janeiro: Nova Aguilar, 2008.

No poema, o eu lírico recorre a uma conta matemática para refletir sobre o quê?","fd66b96e6b4161da735cf4fa184ad265342e2cd681b59c91bf597f5b26402ca888a2aec303c4dc29bcf37b67b997cae457fd65a80e6b121666537e34fd70fe2d","train","prevalência do valor da vida diante das dificuldades do cotidiano","2025-09-17T17:11:39.620905Z"
93,"1","2025-09-17T17:11:44.079475Z","Ciências Humanas",94,"Análise de Exemplo",3.449,"TEXTO DE REFERÊNCIA: “É uma coisa muito difícil e eu tenho lutado bastante por tudo que vem acontecendo comigo. É desgastante porque você está meio que sozinho em tudo, porque eu já fiz tanta denúncia e ninguém é punido, nenhum clube é punido. E a cada dia que passa eu venho lutando por todas aquelas pessoas que vão vir, porque se fosse apenas por mim, pela minha família, eu acredito que eu já teria desistido de tudo que venho lutando. A cada dia quer vou para casa fico mais triste, mas eu fui escolhido para defender uma causa tão importante, que cada dia eu estudo mais sobre [o racismo], eu venho aprendendo para que num futuro muito próximo, o meu irmão que tem cinco anos não venha a passar por tudo que estou passando”, desabafou o atacante, que teve ao menos 10 episódios de racismo relatados aos procuradores do Campeonato Espanhol. O amistoso contra a Espanha em Madri terá uma identidade visual com destaque para o preto e branco. No momento do hino, os jogadores brasileiros usarão jaquetas pretas com o slogan “uma só pele; uma só identidade”, em português, inglês e espanhol.

Com base na coletiva de imprensa, por que a atitude de resistência do atleta Vini Jr. em relação ao racismo se justifica de forma evidente?","803133d011e6c5630ba3af60381c52d17ad823f4c6ce947690b213a99d92bc0a9f6ba9124f8d070bf6abe5e208285b144c89623f53449a8fb9e2289eaee3b6f2","valid","Porque ele deseja combater o racismo que afeta a ele, a seus companheiros e às gerações futuras.","2025-09-17T17:11:44.079486Z"
94,"1","2025-09-17T17:11:51.400567Z","Ciências da Natureza",95,"Conceitual",6.306,"TEXTO DE REFERÊNCIA: O sulfato de bário é um agente radiopaco, que é capaz de barrar raios X. Por isso, esse composto é muito utilizado como contraste radiológico no tubo intestinal. Os íons bário (Ba [2+]) apresentam alta toxicidade para o organismo humano, e, por isso, o composto usado para as radiografias deve ser insolúvel em água, como o BaSO₄, para evitar uma possível intoxicação. A alta toxicidade do bário ocorre porque os íons Ba [2+] tendem a substituir os íons cálcio (Ca [2+]) e realizar suas funções de forma ineficiente, provocando sérias consequências ao organismo, como o acúmulo de bário nos ossos e o decorrente desenvolvimento anormal do tecido ósseo.

Considerando que o número atômico do bário é 56 e que o número atômico do cálcio é 20, uma explicação plausível do motivo pelo qual tal intoxicação pode acontecer é que o bário apresenta:","a2894adcb7532782cd6fbf06efb175f41fb09d06a1cad8452906f29fd9ce7676d4b769c1f7690b2bf1513105f0e7b90972aff591916cc7e7ff5da536a2f50d8a","train","propriedades químicas muito semelhantes ao cálcio por estar no mesmo grupo","2025-09-17T17:11:51.400577Z"
95,"1","2025-09-17T17:11:57.735668Z","Ciências da Natureza",96,"Conceitual",5.296,"TEXTO DE REFERÊNCIA: Segundo a Associação Brasileira de Empresas de Limpeza Pública e Resíduos Especiais (Abrelpe), o Brasil gerou, em 2022, um total de aproximadamente 81,8 milhões de toneladas de resíduos, o que corresponde a 224 mil toneladas diárias. Ações são desenvolvidas de forma permanente com o intuito de gerir da melhor forma esses resíduos gerados, entre elas a Política dos 3 Rs – reduzir, reutilizar e reciclar –, que segue essa sequência considerando a ordem de importância das ações.

“Panorama dos resíduos sólidos no Brasil 2022”. Disponível em: <https://abrelpe.org.br>. Acesso em: 24 jul. 2023. (Adaptado)

A reutilização é uma etapa intermediária na Política dos 3 Rs, que pode ser exemplificada pela","24be41a91f6a1b0b44375108d971479059211340df14158c2cf3991e8ca8b6c2351f5a44f1c824f6cae284389760b53a8b99fc7407ea0362e5eb04b4f7cbc4d0","train","utilização de potes de vidro para armazenamento de alimentos","2025-09-17T17:11:57.735680Z"
